OBJECTID,CF,CASE_NUM,SOURCE,ADOPTDATE,COMMENTS,CPA_1,CPA_2,BICYCLE_N,created_user,created_date,last_edited_user,last_edited_date,Shape__Length
5801,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NLA,,1,,,,,59.4996203655091
5802,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NLA,,1,,,,,22.1596217849316
5803,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NLA,,1,,,,,98.3206787452367
5804,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NLA,,1,,,,,73.7001643282995
5805,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NLA,,1,,,,,47.4733927532737
5806,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NLA,,1,,,,,49.234222207702
5807,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,WWD,,2,,,,,145.267016052658
5808,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,WWD,,2,,,,,178.532965534706
5809,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,WIL,,3,,,,,40.3986943639692
5810,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,WIL,,3,,,,,164.401037914993
5811,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,WWD,,3,,,,,21.132276335957
5812,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLK,,2,,,,,97.4195976693595
5813,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLK,,1,,,,,225.205050684883
5814,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,12-0303-S4 HWD NCP REPEAL SA215,HWD,,3,,,,,151.435669751333
5815,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,12-0303-S4 HWD NCP REPEAL SA215,HWD,,3,,,,,40.629814752758
5816,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLK,,1,,,,,143.788795536248
5817,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Hollywood Community Plan (6/19/12),2015/08/11 00:00:00+00,12-0303-S4 HWD NCP REPEAL SA209:2,HWD,SLK,2,,,,,213.82178020328
5818,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2,Hollywood Community Plan (6/19/12),2016/09/09 00:00:00+00,12-0303-S4 HWD NCP REPEAL SA209:1,HWD,SLK,2,,,,,49.864269769761
5819,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Hollywood Community Plan (6/19/12),2015/08/11 00:00:00+00,12-0303-S4 HWD NCP REPEAL SA209:1,HWD,SLK,2,,,,,26.5128488162801
5820,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,BHT,,1,,,,,91.8002115950523
5821,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CCN,,2,,,,,117.321831088297
5822,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CCN,,2,,,,,487.310890487535
5823,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,BHT,,1,,,,,263.32632488678
5824,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,NLA,,2,,,,,291.504303384007
5825,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLK,,2,,,,,295.105840630057
5826,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLK,,1,,,,,20.2016039717733
5827,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLK,,1,,,,,157.177487929884
5828,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLK,,3,,,,,183.467698109032
5829,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,WLM,,2,,,,,83.2279004174005
5830,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLK,,3,,,,,136.904316895475
5831,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLK,,3,,,,,76.944789324971
5832,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLK,,3,,,,,74.7898427406267
5833,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLK,,3,,,,,121.156219012068
5834,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CCN,,3,,,,,121.252085921424
5835,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CCN,,3,,,,,51.3685704582818
5836,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CCN,,3,,,,,100.005367796045
5837,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CCN,,3,,,,,259.563251667475
5838,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CCN,,3,,,,,68.7864221388937
5839,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NLA,,1,,,,,59.6960966642323
5840,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NLA,,1,,,,,65.9904767007035
5841,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NLA,,1,,,,,63.82126379334
5842,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NLA,,1,,,,,63.8841571216417
5843,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NLA,,1,,,,,128.678136165392
5844,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NLA,,1,,,,,130.278231532051
5845,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLK,,3,,,,,227.418578280473
5846,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLK,,3,,,,,184.535939043271
5847,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLK,,3,,,,,128.417505492645
5848,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLK,,3,,,,,59.0256832389116
5849,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLK,,3,,,,,193.758309208095
5850,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,BHT,,2,,,,,75.3045607283651
5851,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,BHT,,2,,,,,83.6691686351123
5852,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,BHT,,2,,,,,77.4328931681657
5853,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,WCH,,2,,,,,101.978982017956
5854,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,WCH,,2,,,,,139.702647641773
5855,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,NLA,,3,,,,,228.717935351822
5856,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,NLA,,3,,,,,196.176263325119
5857,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,NLA,,3,,,,,33.9090102773699
5858,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Downtown Street Standards,2015/08/11 00:00:00+00,,CCY,,2,,,,,206.259332205736
5859,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CCY,,1,,,,,217.043862553821
5860,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,BTW,,2,,,,,34.2213005842942
5861,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,VEN,,1,,,,,18.61407848701
5862,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,BTW,,2,,,,,698.992278988026
5863,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,VEN,,3,,,,,51.7038788706655
5864,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,VEN,,3,,,,,10.5816483819663
5865,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,VEN,,3,,,,,122.280621116159
5866,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,VEN,,3,,,,,73.2779974932893
5867,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,VEN,,3,,,,,76.2046116614458
5868,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,VEN,,3,,,,,76.2108030539287
5869,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,VEN,,3,,,,,28.0584816747963
5870,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,VEN,,3,,,,,69.1422949493205
5871,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Downtown Street Standards,2015/08/11 00:00:00+00,,CCY,,1,,,,,105.731194065623
5872,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Downtown Street Standards,2015/08/11 00:00:00+00,,CCY,,1,,,,,128.404369272824
5873,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Downtown Street Standards,2015/08/11 00:00:00+00,,CCY,,1,,,,,166.43627170854
5874,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Downtown Street Standards,2015/08/11 00:00:00+00,,CCY,,1,,,,,183.138700021648
5875,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ENC,,3,,,,,49.2240795565489
5876,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ENC,,3,,,,,246.200385538757
5877,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ENC,,3,,,,,246.13845968752
5878,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ENC,,3,,,,,196.962039175179
5879,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ENC,,3,,,,,246.212167549193
5880,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ENC,,3,,,,,79.7384842733362
5881,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ENC,,3,,,,,172.773752320927
5882,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ENC,,3,,,,,62.7849606895923
5883,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ENC,,3,,,,,39.9778234579161
5884,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ENC,,3,,,,,199.795117158045
5885,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ENC,,3,,,,,95.9841401097358
5886,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,ENC,,2,,,,,229.580632908255
5887,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,1,,,,,68.1027744109937
5888,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00, ,WIL, ,2,,,,,43.3405113012469
5889,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00, ,WIL, ,2,,,,,16.405641614608
5890,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00, ,WIL, ,2,,,,,39.7010178810686
5891,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00, ,WIL, ,2,,,,,129.592743841958
5892,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00, ,WIL, ,2,,,,,33.5316629707995
5893,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,NHL,,2,,,,,223.764773449349
5894,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00, ,WIL, ,2,,,,,145.75055249307
5895,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00, ,WIL, ,2,,,,,138.622306248184
5896,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00, ,WIL, ,2,,,,,65.0262535979609
5897,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00, ,WIL, ,2,,,,,69.0194542498316
5898,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00, ,WIL, ,2,,,,,96.8076450538666
5899,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00, ,WIL, ,2,,,,,161.892740632527
5900,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,VNY,,3,,,,,15.9370049798474
5901,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00, ,WIL, ,2,,,,,162.89112699661
5902,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00, ,WIL, ,2,,,,,146.770445997378
5903,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00, ,WIL, ,2,,,,,24.2155592837091
5904,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00, ,WIL, ,2,,,,,131.99806394817
5905,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00, ,WIL, ,2,,,,,138.574519770193
5906,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00, ,WIL, ,2,,,,,144.846102469181
5907,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00, ,WIL, ,2,,,,,32.2593774811614
5908,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00, ,WIL, ,2,,,,,148.382103098856
5909,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00, ,WIL, ,2,,,,,103.447658141846
5910,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00, ,WIL, ,2,,,,,16.0760893266265
5911,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00, ,WIL, ,2,,,,,119.024837570936
5912,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NLA,,2,,,,,169.472336737443
5913,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NLA,,1,,,,,62.0499285719009
5914,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NLA,,3,,,,,182.832734728708
5915,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NLA,,1,,,,,190.602816331697
5916,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLA,,2,,,,,124.713881509129
5917,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLA,,2,,,,,101.034800657372
5918,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLA,,2,,,,,127.113602407815
5919,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLA,,2,,,,,126.890908182586
5920,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLA,,2,,,,,135.062969081115
5921,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLA,,2,,,,,226.352627816672
5922,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLA,,2,,,,,204.54682714924
5923,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLA,,2,,,,,37.4762901593822
5924,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,50.7854000712418
5925,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,VNY,,1,,,,,16.019807498422
5926,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,CHT,,2,,,,,363.192305561898
5927,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,CHT,,2,,,,,81.8527070225803
5928,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,CHT,,2,,,,,317.012616620044
5929,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,CHT,,2,,,,,387.597413776801
5930,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,CHT,,2,,,,,198.726720064607
5931,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,CHT,,2,,,,,144.868968147758
5932,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CHT,,2,,,,,308.677755799323
5933,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CHT,,2,,,,,213.39521993622
5934,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CHT,,2,,,,,226.056719247036
5935,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CHT,,2,,,,,220.74394995489
5936,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Wilshire Community Plan,2015/08/11 00:00:00+00,,WIL,,3,,,,,113.666551030801
5937,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Wilshire Community Plan,2015/08/11 00:00:00+00,,WIL,,3,,,,,115.791277563711
5938,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Wilshire Community Plan,2015/08/11 00:00:00+00,,WIL,,3,,,,,115.759567961483
5939,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Wilshire Community Plan,2015/08/11 00:00:00+00,,WIL,,3,,,,,113.512155235203
5940,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Wilshire Community Plan,2015/08/11 00:00:00+00,,WIL,,3,,,,,114.883388828809
5941,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,CHT,,2,,,,,365.94958138411
5942,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,CHT,,2,,,,,395.242726934036
5943,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Wilshire Community Plan,2015/08/11 00:00:00+00,,WIL,,3,,,,,115.797274723578
5944,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Wilshire Community Plan,2015/08/11 00:00:00+00,,WIL,,3,,,,,108.445203823233
5945,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Wilshire Community Plan,2015/08/11 00:00:00+00,,WIL,,3,,,,,86.3862004056035
5946,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Wilshire Community Plan,2015/08/11 00:00:00+00,,WIL,,3,,,,,30.7444116670112
5947,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Wilshire Community Plan,2015/08/11 00:00:00+00,,WIL,,3,,,,,133.469367237697
5948,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Wilshire Community Plan,2015/08/11 00:00:00+00,,WIL,,3,,,,,119.215975256856
5949,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Wilshire Community Plan,2015/08/11 00:00:00+00,,WIL,,3,,,,,118.222458437112
5950,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Wilshire Community Plan,2015/08/11 00:00:00+00,,WIL,,3,,,,,120.511315407595
5951,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Wilshire Community Plan,2015/08/11 00:00:00+00,,WIL,,3,,,,,116.500722632047
5952,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Wilshire Community Plan,2015/08/11 00:00:00+00,,WIL,,3,,,,,118.327579265678
5953,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Wilshire Community Plan,2015/08/11 00:00:00+00,,WIL,,3,,,,,112.132311686972
5954,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Wilshire Community Plan,2015/08/11 00:00:00+00,,WIL,,3,,,,,117.673375236184
5955,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Wilshire Community Plan,2015/08/11 00:00:00+00,,WIL,,3,,,,,117.653181425173
5956,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Wilshire Community Plan,2015/08/11 00:00:00+00,,WIL,,3,,,,,113.954927327156
5957,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Wilshire Community Plan,2015/08/11 00:00:00+00,,WIL,,3,,,,,116.575562070034
5958,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Downtown Street Standards,2015/08/11 00:00:00+00,,CCY,,1,,,,,243.730974818431
5959,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Downtown Street Standards,2015/08/11 00:00:00+00,,CCY,,1,,,,,245.664247504368
5960,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Downtown Street Standards,2015/08/11 00:00:00+00,,CCY,,1,,,,,242.80125048229
5961,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Downtown Street Standards,2015/08/11 00:00:00+00,,CCY,,1,,,,,243.379251115457
5962,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Downtown Street Standards,2015/08/11 00:00:00+00,,CCY,,1,,,,,242.977852937854
5963,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Downtown Street Standards,2015/08/11 00:00:00+00,,CCY,,1,,,,,244.090001217318
5964,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ENC,,2,,,,,578.585807304412
5965,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ENC,,2,,,,,799.091374047529
5966,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ENC,,2,,,,,131.16343995799
5967,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ENC,,2,,,,,223.447837214999
5968,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ENC,,2,,,,,310.446121734149
5969,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ENC,,1,,,,,139.908891029732
5970,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLA,,2,,,,,314.077879771193
5971,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLA,,2,,,,,259.664894099059
5972,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLA,,2,,,,,42.0638264736164
5973,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLA,,2,,,,,73.7976698978288
5974,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLA,,2,,,,,81.3011894926669
5975,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLA,,2,,,,,76.3107509057258
5976,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLA,,2,,,,,82.7220783058955
5977,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLA,,2,,,,,76.2388900278446
5978,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLA,,2,,,,,124.087840786655
5979,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ENC,,2,,,,,412.489126388919
5980,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ENC,,1,,,,,73.9732366151565
5981,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CPK,,3,,,,,85.0532802450013
5982,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Warner Center Specific Plan,2015/08/11 00:00:00+00,,CPK,,3,,,,,29.701162639962
5983,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Bel Air - Beverly Crest Community Plan,2015/08/11 00:00:00+00,,BAR,,3,,,,,53.798292027927
5984,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Bel Air - Beverly Crest Community Plan,2015/08/11 00:00:00+00,,BAR,,3,,,,,288.001744613581
5985,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Bel Air - Beverly Crest Community Plan,2015/08/11 00:00:00+00,,BAR,,3,,,,,124.505521690298
5986,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Bel Air - Beverly Crest Community Plan,2015/08/11 00:00:00+00,,BAR,,3,,,,,106.282459318103
5987,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLK,,1,,,,,40.638097284988
5988,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLK,,2,,,,,135.027944798393
5989,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLK,,2,,,,,110.355401462961
5990,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,Updated per Timmy. Middle out consistency edit.,BTW,,1,,,,,196.233510374531
5991,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,HWD,,3,,,,,443.530630376709
5992,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,WLM,,2,,,,,122.449785972991
5993,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLK,,2,,,,,168.929217150975
5994,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLK,,2,,,,,57.3231042968138
5995,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLK,,2,,,,,956.611755458875
5996,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLK,,2,,,,,132.79406898698
5997,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Downtown Street Standards,2015/08/11 00:00:00+00,,CCY,,1,,,,,37.0831745774411
